"ACL00","GEO","UNIT","AGE","SEX","TIME","FREQUENC","Value","Flag and Footnotes"
"Cinema","Spain","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","18.8",""
"Cinema","Spain","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","16",""
"Cinema","Spain","Percentage","From 16 to 29 years","Total","2006","More than 12 times","22.3",""
"Cinema","Spain","Percentage","From 20 to 24 years","Total","2006","Never","13",""
"Cinema","Spain","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","22.5",""
"Cinema","Spain","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","20.8",""
"Cinema","Spain","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","17.5",""
"Cinema","Spain","Percentage","From 20 to 24 years","Total","2006","More than 12 times","26.2",""
"Cinema","Spain","Percentage","From 20 to 29 years","Total","2006","Never","19.3",""
"Cinema","Spain","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","24.3",""
"Cinema","Spain","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","18.4",""
"Cinema","Spain","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","15.4",""
"Cinema","Spain","Percentage","From 20 to 29 years","Total","2006","More than 12 times","22.7",""
"Cinema","Spain","Percentage","From 25 to 29 years","Total","2006","Never","24.6",""
"Cinema","Spain","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","25.8",""
"Cinema","Spain","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","16.3",""
"Cinema","Spain","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","13.6",""
"Cinema","Spain","Percentage","From 25 to 29 years","Total","2006","More than 12 times","19.7",""
"Cinema","France","Percentage","From 16 to 19 years","Total","2006","Never","11.2",""
"Cinema","France","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","21.9",""
"Cinema","France","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","28.3",""
"Cinema","France","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","21.6",""
"Cinema","France","Percentage","From 16 to 19 years","Total","2006","More than 12 times","17",""
"Cinema","France","Percentage","From 16 to 24 years","Total","2006","Never","15.6",""
"Cinema","France","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","22",""
"Cinema","France","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","25.4",""
"Cinema","France","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","20.7",""
"Cinema","France","Percentage","From 16 to 24 years","Total","2006","More than 12 times","16.3",""
"Cinema","France","Percentage","From 16 to 29 years","Total","2006","Never","20.4",""
"Cinema","France","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","25.7",""
"Cinema","France","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","22.1",""
"Cinema","France","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","18.1",""
"Cinema","France","Percentage","From 16 to 29 years","Total","2006","More than 12 times","13.7",""
"Cinema","France","Percentage","From 20 to 24 years","Total","2006","Never","19",""
"Cinema","France","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","22.1",""
"Cinema","France","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","23.1",""
"Cinema","France","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","20.1",""
"Cinema","France","Percentage","From 20 to 24 years","Total","2006","More than 12 times","15.7",""
"Cinema","France","Percentage","From 20 to 29 years","Total","2006","Never","24",""
"Cinema","France","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","27.3",""
"Cinema","France","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","19.6",""
"Cinema","France","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","16.6",""
"Cinema","France","Percentage","From 20 to 29 years","Total","2006","More than 12 times","12.5",""
"Cinema","France","Percentage","From 25 to 29 years","Total","2006","Never","29.5",""
"Cinema","France","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","32.9",""
"Cinema","France","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","15.8",""
"Cinema","France","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","12.9",""
"Cinema","France","Percentage","From 25 to 29 years","Total","2006","More than 12 times","8.9",""
"Cinema","Italy","Percentage","From 16 to 19 years","Total","2006","Never","14.8",""
"Cinema","Italy","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","30.9",""
"Cinema","Italy","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","25.7",""
"Cinema","Italy","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","17.9",""
"Cinema","Italy","Percentage","From 16 to 19 years","Total","2006","More than 12 times","10.6",""
"Cinema","Italy","Percentage","From 16 to 24 years","Total","2006","Never","16.8",""
"Cinema","Italy","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","30.2",""
"Cinema","Italy","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","23.6",""
"Cinema","Italy","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","17.8",""
"Cinema","Italy","Percentage","From 16 to 24 years","Total","2006","More than 12 times","11.6",""
"Cinema","Italy","Percentage","From 16 to 29 years","Total","2006","Never","22.5",""
"Cinema","Italy","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","29.8",""
"Cinema","Italy","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","21.3",""
"Cinema","Italy","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","15.5",""
"Cinema","Italy","Percentage","From 16 to 29 years","Total","2006","More than 12 times","10.9",""
"Cinema","Italy","Percentage","From 20 to 24 years","Total","2006","Never","18.3",""
"Cinema","Italy","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","29.7",""
"Cinema","Italy","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","22.2",""
"Cinema","Italy","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","17.6",""
"Cinema","Italy","Percentage","From 20 to 24 years","Total","2006","More than 12 times","12.2",""
"Cinema","Italy","Percentage","From 20 to 29 years","Total","2006","Never","25.1",""
"Cinema","Italy","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","29.4",""
"Cinema","Italy","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","19.9",""
"Cinema","Italy","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","14.7",""
"Cinema","Italy","Percentage","From 20 to 29 years","Total","2006","More than 12 times","10.9",""
"Cinema","Italy","Percentage","From 25 to 29 years","Total","2006","Never","30.8",""
"Cinema","Italy","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","29.1",""
"Cinema","Italy","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","18",""
"Cinema","Italy","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","12.2",""
"Cinema","Italy","Percentage","From 25 to 29 years","Total","2006","More than 12 times","9.9",""
"Cinema","Cyprus","Percentage","From 16 to 19 years","Total","2006","Never","17",""
"Cinema","Cyprus","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","31",""
"Cinema","Cyprus","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","25.7",""
"Cinema","Cyprus","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","14.6",""
"Cinema","Cyprus","Percentage","From 16 to 19 years","Total","2006","More than 12 times","11.6",""
"Cinema","Cyprus","Percentage","From 16 to 24 years","Total","2006","Never","20.7",""
"Cinema","Cyprus","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","27.7",""
"Cinema","Cyprus","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","26.9",""
"Cinema","Cyprus","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","13.9",""
"Cinema","Cyprus","Percentage","From 16 to 24 years","Total","2006","More than 12 times","10.8",""
"Cinema","Cyprus","Percentage","From 16 to 29 years","Total","2006","Never","28.6",""
"Cinema","Cyprus","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","27.3",""
"Cinema","Cyprus","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","22.2",""
"Cinema","Cyprus","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","12",""
"Cinema","Cyprus","Percentage","From 16 to 29 years","Total","2006","More than 12 times","9.9",""
"Cinema","Cyprus","Percentage","From 20 to 24 years","Total","2006","Never","23.4",""
"Cinema","Cyprus","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","25.4",""
"Cinema","Cyprus","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","27.7",""
"Cinema","Cyprus","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","13.4",""
"Cinema","Cyprus","Percentage","From 20 to 24 years","Total","2006","More than 12 times","10.1",""
"Cinema","Cyprus","Percentage","From 20 to 29 years","Total","2006","Never","32.8",""
"Cinema","Cyprus","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","26",""
"Cinema","Cyprus","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","20.9",""
"Cinema","Cyprus","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","11",""
"Cinema","Cyprus","Percentage","From 20 to 29 years","Total","2006","More than 12 times","9.3",""
"Cinema","Cyprus","Percentage","From 25 to 29 years","Total","2006","Never","42.6",""
"Cinema","Cyprus","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","26.7",""
"Cinema","Cyprus","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","13.7",""
"Cinema","Cyprus","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","8.5",""
"Cinema","Cyprus","Percentage","From 25 to 29 years","Total","2006","More than 12 times","8.5",""
"Cinema","Latvia","Percentage","From 16 to 19 years","Total","2006","Never","42.3",""
"Cinema","Latvia","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","29.5",""
"Cinema","Latvia","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","16.4",""
"Cinema","Latvia","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","8.3",""
"Cinema","Latvia","Percentage","From 16 to 19 years","Total","2006","More than 12 times","3.6",""
"Cinema","Latvia","Percentage","From 16 to 24 years","Total","2006","Never","41.9",""
"Cinema","Latvia","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","30.2",""
"Cinema","Latvia","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","16.4",""
"Cinema","Latvia","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","7",""
"Cinema","Latvia","Percentage","From 16 to 24 years","Total","2006","More than 12 times","4.6",""
"Cinema","Latvia","Percentage","From 16 to 29 years","Total","2006","Never","47.2",""
"Cinema","Latvia","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","28.8",""
"Cinema","Latvia","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","14.3",""
"Cinema","Latvia","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","5.9",""
"Cinema","Latvia","Percentage","From 16 to 29 years","Total","2006","More than 12 times","3.8",""
"Cinema","Latvia","Percentage","From 20 to 24 years","Total","2006","Never","41.5",""
"Cinema","Latvia","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","30.8",""
"Cinema","Latvia","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","16.3",""
"Cinema","Latvia","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","5.9",""
"Cinema","Latvia","Percentage","From 20 to 24 years","Total","2006","More than 12 times","5.5",""
"Cinema","Latvia","Percentage","From 20 to 29 years","Total","2006","Never","49.5",""
"Cinema","Latvia","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","28.5",""
"Cinema","Latvia","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","13.3",""
"Cinema","Latvia","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","4.9",""
"Cinema","Latvia","Percentage","From 20 to 29 years","Total","2006","More than 12 times","3.8",""
"Cinema","Latvia","Percentage","From 25 to 29 years","Total","2006","Never","57.7",""
"Cinema","Latvia","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","26.2",""
"Cinema","Latvia","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","10.1",""
"Cinema","Latvia","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.8",""
"Cinema","Latvia","Percentage","From 25 to 29 years","Total","2006","More than 12 times","2.1",""
"Cinema","Lithuania","Percentage","From 16 to 19 years","Total","2006","Never","34.2",""
"Cinema","Lithuania","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","42.3",""
"Cinema","Lithuania","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","15.6",""
"Cinema","Lithuania","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","5.3",""
"Cinema","Lithuania","Percentage","From 16 to 19 years","Total","2006","More than 12 times","2.6",""
"Cinema","Lithuania","Percentage","From 16 to 24 years","Total","2006","Never","36.8",""
"Cinema","Lithuania","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","37.6",""
"Cinema","Lithuania","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","15.5",""
"Cinema","Lithuania","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","6",""
"Cinema","Lithuania","Percentage","From 16 to 24 years","Total","2006","More than 12 times","4.2",""
"Cinema","Lithuania","Percentage","From 16 to 29 years","Total","2006","Never","41.6",""
"Cinema","Lithuania","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","37.6",""
"Cinema","Lithuania","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","12.6",""
"Cinema","Lithuania","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","5",""
"Cinema","Lithuania","Percentage","From 16 to 29 years","Total","2006","More than 12 times","3.3",""
"Cinema","Lithuania","Percentage","From 20 to 24 years","Total","2006","Never","38.9",""
"Cinema","Lithuania","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","33.6",""
"Cinema","Lithuania","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","15.3",""
"Cinema","Lithuania","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","6.5",""
"Cinema","Lithuania","Percentage","From 20 to 24 years","Total","2006","More than 12 times","5.6",""
"Cinema","Lithuania","Percentage","From 20 to 29 years","Total","2006","Never","44.9",""
"Cinema","Lithuania","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","35.4",""
"Cinema","Lithuania","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","11.3",""
"Cinema","Lithuania","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","4.8",""
"Cinema","Lithuania","Percentage","From 20 to 29 years","Total","2006","More than 12 times","3.6",""
